time_s,mission_phase,reference_x,reference_y,reference_z,truth_x,truth_y,truth_z,estimate_x,estimate_y,estimate_z,tracking_error_x_m,tracking_error_y_m,tracking_error_z_m,estimation_error_x_m,estimation_error_y_m,estimation_error_z_m,truth_roll_deg,truth_pitch_deg,truth_yaw_deg,reference_yaw_deg,yaw_tracking_error_deg,thrust_0_n,thrust_1_n,thrust_2_n,thrust_3_n,torque_x_nm,torque_y_nm,torque_z_nm,solver_time_ms,solver_iterations,solver_success,solver_status
24.27,figure8,0.23703065,-0.31505286,-2.9984369,0.27930183,-0.33164209,-2.9989577,0.31485468,-0.33370557,-2.9873457,0.042271183,-0.016589228,-0.00052083728,0.035552841,-0.0020634761,0.011612069,2.0199581,-2.0922655,126.17073,127.12966,-0.95892926,3.044899,3.1916489,2.9509067,3.1114883,-0.039184384,-0.003112117,0.0046099714,11.060962,5,True,Solve_Succeeded
24.28,figure8,0.23703065,-0.31505286,-2.9984369,0.27136549,-0.32191769,-2.9990667,0.30816912,-0.32408404,-2.9872638,0.034334836,-0.0068648293,-0.00062980123,0.036803632,-0.0021663533,0.011802895,2.0166868,-2.0162136,126.1439,127.12966,-0.98575119,3.044899,3.1916489,2.9509067,3.1114883,-0.039184384,-0.003112117,0.0046099714,11.060962,5,True,Solve_Succeeded
24.29,figure8,0.23703065,-0.31505286,-2.9984369,0.26337878,-0.31218545,-2.9992183,0.30144536,-0.31445889,-2.9872235,0.026348129,0.0028674148,-0.00078140887,0.038066576,-0.0022734435,0.011994859,1.9954089,-1.9416303,126.11822,127.12966,-1.0114374,3.044899,3.1916489,2.9509067,3.1114883,-0.039184384,-0.003112117,0.0046099714,11.060962,5,True,Solve_Succeeded
24.3,figure8,0.19963034,-0.26558382,-2.9988918,0.25534281,-0.30244619,-2.9994126,0.29468183,-0.3048328,-2.9872324,0.055712469,-0.03686237,-0.00052085842,0.039339023,-0.0023866135,0.01218025,1.9561269,-1.8685166,126.09365,127.05369,-0.96004161,3.044899,3.1916489,2.9509067,3.1114883,-0.039184384,-0.003112117,0.0046099714,11.060962,5,True,Solve_Succeeded
24.31,figure8,0.19963034,-0.26558382,-2.9988918,0.24725891,-0.29270053,-2.9996497,0.27347652,-0.29184558,-2.993162,0.047628572,-0.027116714,-0.00075793972,0.026217608,0.00085495584,0.0064877456,1.8988434,-1.7968727,126.07017,127.05369,-0.98352193,3.044899,3.1916489,2.9509067,3.1114883,-0.039184384,-0.003112117,0.0046099714,11.060962,5,True,Solve_Succeeded
24.32,figure8,0.19963034,-0.26558382,-2.9988918,0.23912885,-0.28294892,-2.9999254,0.26611199,-0.2820691,-2.9934113,0.039498508,-0.017365098,-0.0010336797,0.026983139,0.00087981765,0.0065141437,1.8332287,-1.7340597,126.04719,127.05369,-1.0065003,3.0543724,2.9823643,2.9910075,3.1315005,0.019298549,-0.047812756,0.0010272732,11.193729,6,True,Solve_Succeeded
24.33,figure8,0.19963034,-0.26558382,-2.9988918,0.23095451,-0.27319158,-3.0002326,0.25871549,-0.2722861,-2.9936945,0.031324168,-0.0076077592,-0.0013408225,0.02776098,0.00090547764,0.0065380441,1.7762023,-1.6929596,126.02374,127.05369,-1.0299519,3.0543724,2.9823643,2.9910075,3.1315005,0.019298549,-0.047812756,0.0010272732,11.193729,6,True,Solve_Succeeded
24.34,figure8,0.19963034,-0.26558382,-2.9988918,0.22273714,-0.26342849,-3.0005711,0.251282,-0.26249573,-2.9940121,0.023106799,0.0021553262,-0.0016793052,0.028544859,0.00093275757,0.0065589303,1.7280322,-1.6737771,125.99984,127.05369,-1.0538432,3.0543724,2.9823643,2.9910075,3.1315005,0.019298549,-0.047812756,0.0010272732,11.193729,6,True,Solve_Succeeded
24.35,figure8,0.16219883,-0.21594879,-2.9992687,0.21447763,-0.25365941,-3.0009409,0.24380797,-0.25269802,-2.9943591,0.052278797,-0.037710623,-0.0016722538,0.029330336,0.00096139504,0.0065817913,1.6887191,-1.6765123,125.97555,126.99097,-1.0154214,3.0543724,2.9823643,2.9910075,3.1315005,0.019298549,-0.047812756,0.0010272732,11.193729,6,True,Solve_Succeeded
24.36,figure8,0.16219883,-0.21594879,-2.9992687,0.20617652,-0.24388388,-3.0013422,0.22042921,-0.24049907,-3.0026611,0.04397769,-0.027935089,-0.0020735081,0.014252688,0.0033848132,-0.0013189351,1.6582642,-1.7011651,125.95089,126.99097,-1.0400838,2.8323605,2.9318123,2.8810708,2.9066739,0.005303682,0.016615948,0.001875822,9.258812,4,True,Solve_Succeeded
24.37,figure8,0.16219883,-0.21594879,-2.9992687,0.19783516,-0.23410142,-3.001747,0.2123036,-0.23058535,-3.003281,0.035636321,-0.01815263,-0.0024783497,0.014468448,0.003516068,-0.0015339903,1.6331232,-1.7315026,125.92646,126.99097,-1.0645097,2.8323605,2.9318123,2.8810708,2.9066739,0.005303682,0.016615948,0.001875822,9.258812,4,True,Solve_Succeeded
24.38,figure8,0.16219883,-0.21594879,-2.9992687,0.18945451,-0.22431153,-3.0021327,0.20414272,-0.22065663,-3.0038752,0.027255678,-0.0083627351,-0.0028640208,0.014688209,0.0036548951,-0.0017424664,1.6103942,-1.7542434,125.90276,126.99097,-1.0882188,2.8323605,2.9318123,2.8810708,2.9066739,0.005303682,0.016615948,0.001875822,9.258812,4,True,Solve_Succeeded
24.39,figure8,0.16219883,-0.21594879,-2.9992687,0.18103469,-0.21451365,-3.0024992,0.19594326,-0.21071323,-3.0044462,0.018835851,0.0014351461,-0.0032305208,0.014908569,0.0038004154,-0.0019469923,1.5900762,-1.7693867,125.87976,126.99097,-1.1112181,2.8323605,2.9318123,2.8810708,2.9066739,0.005303682,0.016615948,0.001875822,9.258812,4,True,Solve_Succeeded
24.4,figure8,0.12474199,-0.16617881,-2.9995676,0.1725758,-0.20470736,-3.0028465,0.18769797,-0.20075658,-3.0050017,0.047833817,-0.038528551,-0.0032789507,0.015122169,0.0039507802,-0.002155128,1.5721683,-1.776932,125.85746,126.94139,-1.0839317,2.8323605,2.9318123,2.8810708,2.9066739,0.005303682,0.016615948,0.001875822,9.258812,4,True,Solve_Succeeded
24.41,figure8,0.12474199,-0.16617881,-2.9995676,0.16407804,-0.19489237,-3.0031747,0.1754831,-0.18803527,-3.00825,0.039336055,-0.02871356,-0.0036071161,0.01140506,0.0068570997,-0.0050752959,1.5566698,-1.7768787,125.83586,126.94139,-1.1055281,2.6455214,2.8929886,2.6784666,2.7037833,-0.035158522,0.049983889,0.0040917583,10.038064,5,True,Solve_Succeeded
24.42,figure8,0.12474199,-0.16617881,-2.9995676,0.15554257,-0.18506872,-3.0034601,0.16700747,-0.1779602,-3.0088029,0.030800587,-0.018889919,-0.0038924757,0.0114649,0.0071085236,-0.0053428115,1.5352203,-1.7623535,125.81541,126.94139,-1.125985,2.6455214,2.8929886,2.6784666,2.7037833,-0.035158522,0.049983889,0.0040917583,10.038064,5,True,Solve_Succeeded
24.43,figure8,0.12474199,-0.16617881,-2.9995676,0.146971,-0.17523668,-3.0036737,0.15848716,-0.16788647,-3.0092804,0.022229009,-0.0090578702,-0.004106143,0.011516168,0.0073502047,-0.005606676,1.4976019,-1.7249563,125.79662,126.94139,-1.1447764,2.6455214,2.8929886,2.6784666,2.7037833,-0.035158522,0.049983889,0.0040917583,10.038064,5,True,Solve_Succeeded
24.44,figure8,0.12474199,-0.16617881,-2.9995676,0.13836414,-0.16539634,-3.0038157,0.14992753,-0.15780328,-3.009688,0.013622157,0.00078246645,-0.0042481519,0.011563385,0.0075930542,-0.0058722394,1.4438159,-1.6646865,125.77945,126.94139,-1.1619429,2.6455214,2.8929886,2.6784666,2.7037833,-0.035158522,0.049983889,0.0040917583,10.038064,5,True,Solve_Succeeded
24.45,figure8,0.08726565,-0.11630496,-2.9997884,0.12972327,-0.15554798,-3.0038861,0.14133577,-0.14770691,-3.0100212,0.042457623,-0.039243017,-0.0040977082,0.011612498,0.0078410736,-0.0061351,1.3738655,-1.5815426,125.76385,126.90484,-1.1409964,2.6455214,2.8929886,2.6784666,2.7037833,-0.035158522,0.049983889,0.0040917583,10.038064,5,True,Solve_Succeeded
24.46,figure8,0.08726565,-0.11630496,-2.9997884,0.12105005,-0.14569201,-3.003885,0.11983093,-0.12793698,-3.0090862,0.033784404,-0.029387048,-0.0040965649,-0.0012191267,0.017755029,-0.0052012643,1.2877554,-1.4755224,125.74973,126.90484,-1.1551118,2.6455214,2.8929886,2.6784666,2.7037833,-0.035158522,0.049983889,0.0040917583,10.038064,5,True,Solve_Succeeded
24.47,figure8,0.08726565,-0.11630496,-2.9997884,0.11234655,-0.13582898,-3.0038133,0.11069439,-0.11746932,-3.0092334,0.025080903,-0.019524019,-0.0040248723,-0.0016521668,0.018359657,-0.0054200849,1.1868561,-1.3475553,125.7371,126.90484,-1.1677396,2.624304,2.9102222,2.6648187,2.7607916,-0.024506068,0.042737685,0.0057283651,11.912183,6,True,Solve_Succeeded
24.48,figure8,0.08726565,-0.11630496,-2.9997884,0.10361518,-0.12595958,-3.0036734,0.10152115,-0.10698233,-3.0093108,0.016349534,-0.0096546215,-0.0038849777,-0.0020940351,0.018977253,-0.0056373656,1.0745376,-1.1999351,125.72611,126.90484,-1.1787367,2.624304,2.9102222,2.6648187,2.7607916,-0.024506068,0.042737685,0.0057283651,11.912183,6,True,Solve_Succeeded
24.49,figure8,0.08726565,-0.11630496,-2.9997884,0.09485877,-0.11608468,-3.0034655,0.092317864,-0.096476777,-3.0093218,0.0075931202,0.00022028668,-0.0036770669,-0.0025409059,0.019607899,-0.0058562725,0.9509535,-1.0327571,125.71665,126.90484,-1.1881986,2.624304,2.9102222,2.6648187,2.7607916,-0.024506068,0.042737685,0.0057283651,11.912183,6,True,Solve_Succeeded
24.5,figure8,0.049775677,-0.066358433,-2.9999312,0.086080467,-0.10620527,-3.0031896,0.083080765,-0.08596376,-3.0092697,0.03630479,-0.039846832,-0.003258473,-0.0029997025,0.020241505,-0.0060800986,0.81611148,-0.84601672,125.7086,126.88126,-1.1726568,2.624304,2.9102222,2.6648187,2.7607916,-0.024506068,0.042737685,0.0057283651,11.912183,6,True,Solve_Succeeded
24.51,figure8,0.049775677,-0.066358433,-2.9999312,0.077283758,-0.096322511,-3.002846,0.078872857,-0.085394041,-2.9960025,0.027508081,-0.029964078,-0.0029147842,0.0015890995,0.01092847,0.0068434203,0.67001887,-0.6397091,125.70185,126.88126,-1.1794121,2.624304,2.9102222,2.6648187,2.7607916,-0.024506068,0.042737685,0.0057283651,11.912183,6,True,Solve_Succeeded
24.52,figure8,0.049775677,-0.066358433,-2.9999312,0.06847237,-0.086437713,-3.0024405,0.06977771,-0.075235253,-2.9954359,0.018696694,-0.020079279,-0.0025092867,0.0013053397,0.011202459,0.0070045459,0.51413986,-0.41530175,125.69621,126.88126,-1.1850449,2.7136829,2.9577074,2.7538479,2.8759137,-0.0093664663,0.027440691,0.0054913533,12.581886,5,True,Solve_Succeeded
24.53,figure8,0.049775677,-0.066358433,-2.9999312,0.059650177,-0.076552316,-3.001994,0.060663606,-0.065076024,-2.9948269,0.0098745005,-0.010193883,-0.0020627826,0.0010134292,0.011476292,0.0071670747,0.353546,-0.17790818,125.69149,126.88126,-1.1897651,2.7136829,2.9577074,2.7538479,2.8759137,-0.0093664663,0.027440691,0.0054913533,12.581886,5,True,Solve_Succeeded
24.54,figure8,0.049775677,-0.066358433,-2.9999312,0.050821573,-0.066667945,-3.0015082,0.051538867,-0.054911693,-2.9941811,0.0010458964,-0.00030951148,-0.0015770168,0.00071729359,0.011756252,0.0073271291,0.18865689,0.072054646,125.68759,126.88126,-1.1936699,2.7136829,2.9577074,2.7538479,2.8759137,-0.0093664663,0.027440691,0.0054913533,12.581886,5,True,Solve_Succeeded
24.55,figure8,0.012277926,-0.016370432,-2.9999958,0.041991156,-0.056786355,-3.0009832,0.042404312,-0.044740097,-2.9934973,0.02971323,-0.040415923,-0.0009873656,0.00041315637,0.012046258,0.0074859178,0.01947461,0.3345901,125.68441,126.87059,-1.1861804,2.7136829,2.9577074,2.7538479,2.8759137,-0.0093664663,0.027440691,0.0054913533,12.581886,5,True,Solve_Succeeded
24.56,figure8,0.012277926,-0.016370432,-2.9999958,0.033163702,-0.04690943,-3.0004189,0.016365824,-0.033441769,-2.9953116,0.020885775,-0.030538998,-0.00042309842,-0.016797877,0.013467661,0.0051073609,-0.15400003,0.60970125,125.68186,126.87059,-1.1887306,2.7136829,2.9577074,2.7538479,2.8759137,-0.0093664663,0.027440691,0.0054913533,12.581886,5,True,Solve_Succeeded
24.57,figure8,0.012277926,-0.016370432,-2.9999958,0.024344494,-0.037039424,-2.9998458,0.0065981563,-0.023223906,-2.994666,0.012066567,-0.020668992,0.00014997494,-0.017746337,0.013815518,0.0051798311,-0.32733075,0.88745338,125.67997,126.87059,-1.1906146,3.0702785,3.1777525,3.0151617,3.3448222,0.025189402,-0.049991977,0.0065570174,11.73315,6,True,Solve_Succeeded
24.58,figure8,0.012277926,-0.016370432,-2.9999958,0.015539588,-0.027179093,-2.999339,-0.0031638099,-0.013012029,-2.9940951,0.0032616615,-0.010808661,0.00065679249,-0.018703398,0.014167063,0.0052439439,-0.48958096,1.1433616,125.67913,126.87059,-1.1914564,3.0702785,3.1777525,3.0151617,3.3448222,0.025189402,-0.049991977,0.0065570174,11.73315,6,True,Solve_Succeeded
24.59,figure8,0.012277926,-0.016370432,-2.9999958,0.0067541678,-0.017330537,-2.9989016,-0.012916413,-0.00281318,-2.9936019,-0.0055237587,-0.00096010503,0.0010941911,-0.019670581,0.014517357,0.0052997085,-0.64026719,1.3763663,125.67953,126.87059,-1.1910633,3.0702785,3.1777525,3.0151617,3.3448222,0.025189402,-0.049991977,0.0065570174,11.73315,6,True,Solve_Succeeded
24.6,figure8,-0.025221742,0.033627801,-2.9999823,-0.0020070314,-0.0074956133,-2.9985335,-0.022659397,0.0073854442,-2.993182,0.023214711,-0.041123414,0.001448808,-0.020652366,0.014881057,0.0053515685,-0.77937973,1.5864729,125.68132,126.87281,-1.1914926,3.0702785,3.1777525,3.0151617,3.3448222,0.025189402,-0.049991977,0.0065570174,11.73315,6,True,Solve_Succeeded
24.61,figure8,-0.025221742,0.033627801,-2.9999823,-0.010739691,0.0023240385,-2.9982346,-0.019184633,0.010934826,-2.9949164,0.014482051,-0.031303763,0.0017477405,-0.0084449411,0.008610788,0.0033181403,-0.906908,1.7736869,125.68467,126.87281,-1.18814,3.0702785,3.1777525,3.0151617,3.3448222,0.025189402,-0.049991977,0.0065570174,11.73315,6,True,Solve_Succeeded
24.62,figure8,-0.025221742,0.033627801,-2.9999823,-0.019440065,0.012127077,-2.998,-0.028395783,0.020879458,-2.9947071,0.0057816776,-0.021500724,0.0019823512,-0.0089557188,0.0087523815,0.0032928481,-1.0254317,1.9383146,125.68952,126.87281,-1.1832942,3.0892052,3.0837821,2.9814531,3.1841782,-0.0016551122,-0.046833353,0.0029595308,12.825502,7,True,Solve_Succeeded
24.63,figure8,-0.025221742,0.033627801,-2.9999823,-0.028105181,0.021912613,-2.9978132,-0.037575511,0.030811962,-2.9945533,-0.0028834393,-0.011715187,0.0021691504,-0.0094703299,0.0088993489,0.003259846,-1.1439478,2.081405,125.69526,126.87281,-1.177552,3.0892052,3.0837821,2.9814531,3.1841782,-0.0016551122,-0.046833353,0.0029595308,12.825502,7,True,Solve_Succeeded
24.64,figure8,-0.025221742,0.033627801,-2.9999823,-0.03673186,0.031679831,-2.9976727,-0.046721156,0.040726033,-2.9944467,-0.011510118,-0.0019479695,0.0023096142,-0.0099892967,0.0090462018,0.0032260518,-1.2631902,2.2030473,125.70193,126.87281,-1.1708839,3.0892052,3.0837821,2.9814531,3.1841782,-0.0016551122,-0.046833353,0.0029595308,12.825502,7,True,Solve_Succeeded
24.65,figure8,-0.06271747,0.083605017,-2.9998907,-0.045317088,0.041428214,-2.9975785,-0.055819042,0.050618443,-2.9943823,0.017400382,-0.042176803,0.0023122645,-0.010501954,0.0091902287,0.0031961259,-1.3831526,2.3032448,125.70961,126.88794,-1.1783263,3.0892052,3.0837821,2.9814531,3.1841782,-0.0016551122,-0.046833353,0.0029595308,12.825502,7,True,Solve_Succeeded
24.66,figure8,-0.06271747,0.083605017,-2.9998907,-0.053858069,0.051157567,-2.9975303,-0.065272777,0.05072889,-2.9915249,0.0088594006,-0.032447451,0.0023604304,-0.011414707,-0.00042867687,0.0060053875,-1.5038289,2.382001,125.7184,126.88794,-1.1695415,3.0892052,3.0837821,2.9814531,3.1841782,-0.0016551122,-0.046833353,0.0029595308,12.825502,7,True,Solve_Succeeded
24.67,figure8,-0.06271747,0.083605017,-2.9998907,-0.062352712,0.060868203,-2.9975177,-0.074309503,0.060217081,-2.9914509,0.00036475792,-0.022736814,0.0023730714,-0.011956791,-0.00065112166,0.0060667411,-1.6196546,2.4391255,125.72835,126.88794,-1.1595877,2.9711837,2.9525108,2.935698,3.1303873,0.032037946,-0.048006495,0.0026402463,11.505586,6,True,Solve_Succeeded
24.68,figure8,-0.06271747,0.083605017,-2.9998907,-0.070799631,0.070560833,-2.9975221,-0.083315552,0.069679587,-2.9913994,-0.0080821613,-0.013044184,0.0023685763,-0.012515921,-0.00088124546,0.0061227041,-1.7208965,2.4742819,125.73953,126.88794,-1.1484109,2.9711837,2.9525108,2.935698,3.1303873,0.032037946,-0.048006495,0.0026402463,11.505586,6,True,Solve_Succeeded
24.69,figure8,-0.06271747,0.083605017,-2.9998907,-0.079197048,0.080236007,-2.9975434,-0.092282911,0.079126644,-2.9913788,-0.016479578,-0.0033690104,0.0023473128,-0.013085863,-0.0011093629,0.0061645947,-1.807396,2.4874678,125.75201,126.88794,-1.1359251,2.9711837,2.9525108,2.935698,3.1303873,0.032037946,-0.048006495,0.0026402463,11.505586,6,True,Solve_Succeeded
24.7,figure8,-0.06271747,0.083605017,-2.9998907,-0.079197048,0.080236007,-2.9975434,-0.10120663,0.088563963,-2.9913732,-0.016479578,-0.0033690104,0.0023473128,-0.022009579,0.0083279559,0.0061702173,-1.807396,2.4874678,125.75201,126.88794,-1.1359251,2.9711837,2.9525108,2.935698,3.1303873,0.032037946,-0.048006495,0.0026402463,11.505586,6,True,Solve_Succeeded
24.71,figure8,-0.1002034,0.13352998,-2.999721,-0.095838365,0.099536977,-2.997636,-0.10515624,0.090261796,-2.9932456,0.0043650334,-0.033993006,0.0020849715,-0.0093178724,-0.009275181,0.0043904117,-1.9361599,2.4479379,125.78117,126.91599,-1.1348185,2.9732206,2.9754116,2.9437287,3.037399,0.0073114952,-0.020582829,0.0014379184,10.423293,5,True,Solve_Succeeded
24.72,figure8,-0.1002034,0.13352998,-2.999721,-0.10408095,0.1091647,-2.9977051,-0.11380147,0.099392917,-2.9933274,-0.0038775504,-0.024365281,0.0020158966,-0.0097205191,-0.0097717856,0.0043776955,-1.9835393,2.4008738,125.7976,126.91599,-1.1183902,2.9732206,2.9754116,2.9437287,3.037399,0.0073114952,-0.020582829,0.0014379184,10.423293,5,True,Solve_Succeeded
24.73,figure8,-0.1002034,0.13352998,-2.999721,-0.11227129,0.1187788,-2.9977859,-0.12239327,0.10851314,-2.9934207,-0.012067892,-0.014751178,0.0019351423,-0.010121983,-0.010265664,0.0043651335,-2.0275412,2.3443979,125.81477,126.91599,-1.1012196,2.9732206,2.9754116,2.9437287,3.037399,0.0073114952,-0.020582829,0.0014379184,10.423293,5,True,Solve_Succeeded
24.74,figure8,-0.1002034,0.13352998,-2.999721,-0.12040934,0.12838054,-2.9978783,-0.1309321,0.11763562,-2.9935233,-0.020205941,-0.0051494421,0.0018426947,-0.010522761,-0.010744924,0.0043549736,-2.0681671,2.2785109,125.8327,126.91599,-1.0832957,2.9732206,2.9754116,2.9437287,3.037399,0.0073114952,-0.020582829,0.0014379184,10.423293,5,True,Solve_Succeeded
24.75,figure8,-0.13767367,0.1833715,-2.9994732,-0.12849519,0.13797127,-2.9979825,-0.1394243,0.12675827,-2.9936417,0.0091784798,-0.045400231,0.0014907412,-0.010929115,-0.011212999,0.0043408002,-2.1054193,2.2032132,125.85138,126.95703,-1.1056467,2.9732206,2.9754116,2.9437287,3.037399,0.0073114952,-0.020582829,0.0014379184,10.423293,5,True,Solve_Succeeded
24.76,figure8,-0.13767367,0.1833715,-2.9994732,-0.13652908,0.14755243,-2.9980984,-0.15072658,0.14749967,-3.0039235,0.0011445895,-0.035819064,0.0013748378,-0.014197503,-5.2762594e-05,-0.0058250729,-2.1393,2.1185052,125.87084,126.95703,-1.08619,2.9275575,2.9168371,2.894843,2.9547659,0.0011732007,-0.015894731,0.00073803611,11.220678,5,True,Solve_Succeeded
24.77,figure8,-0.13767367,0.1833715,-2.9994732,-0.14451176,0.15712565,-2.998219,-0.15924039,0.15702603,-3.004378,-0.0068380856,-0.026245851,0.0012542224,-0.014728636,-9.9617632e-05,-0.0061589604,-2.1708283,2.0251578,125.89098,126.95703,-1.0660516,2.9275575,2.9168371,2.894843,2.9547659,0.0011732007,-0.015894731,0.00073803611,11.220678,5,True,Solve_Succeeded
24.78,figure8,-0.13767367,0.1833715,-2.9994732,-0.15244435,0.16669263,-2.998332,-0.16771555,0.1665482,-3.0048281,-0.014770679,-0.01667887,0.001141218,-0.015271203,-0.00014442544,-0.0064960803,-2.2017853,1.92452,125.91164,126.95703,-1.0453902,2.9275575,2.9168371,2.894843,2.9547659,0.0011732007,-0.015894731,0.00073803611,11.220678,5,True,Solve_Succeeded
24.79,figure8,-0.13767367,0.1833715,-2.9994732,-0.16032744,0.17625509,-2.9984372,-0.17614758,0.17606367,-3.0052689,-0.022653774,-0.0071164077,0.0010359819,-0.01582014,-0.00019141793,-0.0068316584,-2.2322014,1.8166134,125.93283,126.95703,-1.0242017,2.9275575,2.9168371,2.894843,2.9547659,0.0011732007,-0.015894731,0.00073803611,11.220678,5,True,Solve_Succeeded
24.8,figure8,-0.17512243,0.23309841,-2.9991474,-0.1681617,0.18581484,-2.9985347,-0.18454388,0.18557376,-3.0057005,0.0069607324,-0.047283571,0.00061264089,-0.016382183,-0.00024107472,-0.0071657078,-2.2620793,1.7014386,125.95455,127.01113,-1.0565816,2.9275575,2.9168371,2.894843,2.9547659,0.0011732007,-0.015894731,0.00073803611,11.220678,5,True,Solve_Succeeded
24.81,figure8,-0.17512243,0.23309841,-2.9991474,-0.17594785,0.19537378,-2.9986246,-0.18169664,0.19398698,-3.0045303,-0.00082541699,-0.037724634,0.00052282181,-0.0057487937,-0.0013867958,-0.0059057261,-2.2914217,1.5789959,125.97681,127.01113,-1.0343192,2.9275575,2.9168371,2.894843,2.9547659,0.0011732007,-0.015894731,0.00073803611,11.220678,5,True,Solve_Succeeded
24.82,figure8,-0.17512243,0.23309841,-2.9991474,-0.1836876,0.20493385,-2.9986882,-0.18960681,0.20347302,-3.0048731,-0.0085651705,-0.028164561,0.00045922202,-0.005919213,-0.0014608303,-0.0061849691,-2.3190073,1.459668,125.99927,127.01113,-1.0118597,2.681825,2.8361039,2.8056071,2.7507366,0.0086433152,0.04705862,0.001491127,11.668074,6,True,Solve_Succeeded
24.83,figure8,-0.17512243,0.23309841,-2.9991474,-0.1913833,0.21449684,-2.9986931,-0.19746625,0.21296069,-3.0051517,-0.01626087,-0.018601568,0.00045430617,-0.0060829531,-0.0015361557,-0.0064586154,-2.3426924,1.3616235,126.0213,127.01113,-0.98982728,2.681825,2.8361039,2.8056071,2.7507366,0.0086433152,0.04705862,0.001491127,11.668074,6,True,Solve_Succeeded
24.84,figure8,-0.17512243,0.23309841,-2.9991474,-0.19903559,0.22406427,-2.9986388,-0.20528573,0.22245582,-3.0053707,-0.023913161,-0.0090341394,0.0005085666,-0.006250139,-0.0016084454,-0.0067318631,-2.3624384,1.2851498,126.04288,127.01113,-0.9682558,2.681825,2.8361039,2.8056071,2.7507366,0.0086433152,0.04705862,0.001491127,11.668074,6,True,Solve_Succeeded
24.85,figure8,-0.21254383,0.28267964,-2.9987436,-0.20664494,0.23363733,-2.9985254,-0.21306809,0.23196622,-3.0055368,0.0058988856,-0.049042309,0.00021816355,-0.0064231448,-0.0016711152,-0.0070113692,-2.3782412,1.230246,126.06397,127.0784,-1.0144385,2.681825,2.8361039,2.8056071,2.7507366,0.0086433152,0.04705862,0.001491127,11.668074,6,True,Solve_Succeeded
24.86,figure8,-0.21254383,0.28267964,-2.9987436,-0.21421167,0.24321691,-2.9983528,-0.21228308,0.24799495,-3.005101,-0.0016678429,-0.039462731,0.00039073661,0.0019285884,0.0047780351,-0.0067481505,-2.3900974,1.1969112,126.08456,127.0784,-0.99384423,2.7291887,2.8446428,2.8515356,2.8808237,0.035668742,0.019387375,0.0021711333,10.153152,5,True,Solve_Succeeded
24.87,figure8,-0.21254383,0.28267964,-2.9987436,-0.22173555,0.25280364,-2.9981298,-0.21967488,0.25778265,-3.0051446,-0.0091917223,-0.029876007,0.00061377014,0.0020606708,0.0049790089,-0.0070148553,-2.3924235,1.1794452,126.10496,127.0784,-0.97343961,2.7291887,2.8446428,2.8515356,2.8808237,0.035668742,0.019387375,0.0021711333,10.153152,5,True,Solve_Succeeded
24.88,figure8,-0.21254383,0.28267964,-2.9987436,-0.22921625,0.26239786,-2.9978669,-0.22702681,0.2675824,-3.0051521,-0.016672418,-0.020281785,0.00087664113,0.0021894411,0.0051845457,-0.007285192,-2.3783971,1.1708807,126.12556,127.0784,-0.9528418,2.7291887,2.8446428,2.8515356,2.8808237,0.035668742,0.019387375,0.0021711333,10.153152,5,True,Solve_Succeeded
24.89,figure8,-0.21254383,0.28267964,-2.9987436,-0.23665403,0.27199957,-2.9975642,-0.23433387,0.2773881,-3.0051208,-0.024110202,-0.010680073,0.0011793371,0.0023201645,0.0053885242,-0.0075565969,-2.3480174,1.1712162,126.14636,127.0784,-0.93204901,2.7291887,2.8446428,2.8515356,2.8808237,0.035668742,0.019387375,0.0021711333,10.153152,5,True,Solve_Succeeded
24.9,figure8,-0.24993202,0.33208421,-2.9982618,-0.2440493,0.28160849,-2.9972217,-0.24159945,0.28721171,-3.0050538,0.005882712,-0.050475721,0.0010400856,0.0024498499,0.0056032174,-0.0078320708,-2.3012834,1.1804503,126.16735,127.15898,-0.99162945,2.7291887,2.8446428,2.8515356,2.8808237,0.035668742,0.019387375,0.0021711333,10.153152,5,True,Solve_Succeeded
24.91,figure8,-0.24993202,0.33208421,-2.9982618,-0.2514026,0.29122406,-2.9968394,-0.24936576,0.29436331,-3.0001232,-0.0014705854,-0.040860154,0.0014223627,0.0020368418,0.0031392533,-0.0032837721,-2.238194,1.1985816,126.18857,127.15898,-0.97041082,2.7291887,2.8446428,2.8515356,2.8808237,0.035668742,0.019387375,0.0021711333,10.153152,5,True,Solve_Succeeded
24.92,figure8,-0.24993202,0.33208421,-2.9982618,-0.25871459,0.30084543,-2.9964174,-0.25656047,0.30412367,-2.9998393,-0.0087825685,-0.031238778,0.0018443815,0.0021541148,0.003278237,-0.0034218828,-2.1587479,1.2256088,126.21004,127.15898,-0.94894609,2.7291887,2.8446428,2.8515356,2.8808237,0.035668742,0.019387375,0.0021711333,10.153152,5,True,Solve_Succeeded
24.93,figure8,-0.24993202,0.33208421,-2.9982618,-0.26598581,0.31047153,-2.9959614,-0.26371728,0.31388778,-2.9995201,-0.016053794,-0.021612679,0.0023004478,0.0022685275,0.0034162474,-0.0035587455,-2.061138,1.2550843,126.23191,127.15898,-0.92707697,2.8270889,2.8167665,2.8869093,2.9640451,0.046597243,-0.019678089,0.0010022004,20.082576,6,True,Solve_Succeeded
