time_s,mission_phase,reference_x,reference_y,reference_z,truth_x,truth_y,truth_z,estimate_x,estimate_y,estimate_z,tracking_error_x_m,tracking_error_y_m,tracking_error_z_m,estimation_error_x_m,estimation_error_y_m,estimation_error_z_m,truth_roll_deg,truth_pitch_deg,truth_yaw_deg,reference_yaw_deg,yaw_tracking_error_deg,thrust_0_n,thrust_1_n,thrust_2_n,thrust_3_n,torque_x_nm,torque_y_nm,torque_z_nm,solver_time_ms,solver_iterations,solver_success,solver_status
42.56,figure8,2.9299777,0.83912495,-2.3926026,2.9381124,0.87314611,-2.3970138,2.9428709,0.88434271,-2.4065935,0.0081347038,0.034021158,-0.0044111354,0.0047585358,0.011196599,-0.0095796768,-3.338782,-0.47189361,-80.956855,-79.936386,-1.0204697,2.7976758,2.819538,2.8483585,2.9909949,0.049981403,-0.027174205,0.0024674802,11.740008,5,True,Solve_Succeeded
42.57,figure8,2.9299777,0.83912495,-2.3926026,2.939079,0.86338962,-2.3977983,2.9436244,0.87473091,-2.4077824,0.0091012936,0.024264667,-0.0051956908,0.0045454618,0.011341288,-0.0099840564,-3.2642432,-0.46984671,-81.08968,-79.936386,-1.153294,2.7396756,2.8618186,2.8214492,3.0009512,0.049703896,-0.012905786,0.0045246743,12.499484,6,True,Solve_Succeeded
42.58,figure8,2.9299777,0.83912495,-2.3926026,2.9399932,0.85361703,-2.3985524,2.9443232,0.86511043,-2.4089365,0.010015565,0.014492075,-0.0059497439,0.0043299652,0.011493403,-0.010384149,-3.1669161,-0.4737838,-81.220989,-79.936386,-1.2846035,2.7396756,2.8618186,2.8214492,3.0009512,0.049703896,-0.012905786,0.0045246743,12.499484,6,True,Solve_Succeeded
42.59,figure8,2.9299777,0.83912495,-2.3926026,2.9408567,0.84382864,-2.3992759,2.944973,0.85547596,-2.4100516,0.010879092,0.0047036838,-0.0066733033,0.0041162596,0.011647325,-0.010775646,-3.0468022,-0.48349918,-81.350799,-79.936386,-1.4144131,2.7396756,2.8618186,2.8214492,3.0009512,0.049703896,-0.012905786,0.0045246743,12.499484,6,True,Solve_Succeeded
42.6,figure8,2.9378033,0.79348115,-2.398715,2.9416715,0.8340247,-2.3999691,2.9455759,0.84583059,-2.4111322,0.003868142,0.040543557,-0.0012541241,0.0039044443,0.011805886,-0.011163076,-2.903899,-0.49898493,-81.479135,-80.602123,-0.8770118,2.7396756,2.8618186,2.8214492,3.0009512,0.049703896,-0.012905786,0.0045246743,12.499484,6,True,Solve_Succeeded
42.61,figure8,2.9378033,0.79348115,-2.398715,2.9424398,0.82420543,-2.400632,2.9428183,0.82781164,-2.4079024,0.0046364453,0.030724283,-0.0019170299,0.00037855642,0.0036062103,-0.0072703801,-2.7382046,-0.52023409,-81.606032,-80.602123,-1.0039088,2.8062753,2.8447703,2.8608258,2.9105434,0.027072806,-0.0025250687,0.001323189,9.898925,5,True,Solve_Succeeded
42.62,figure8,2.9378033,0.79348115,-2.398715,2.9431644,0.81437097,-2.4012647,2.9431892,0.81784857,-2.4087854,0.0053610458,0.020889827,-0.0025497459,2.4783171e-05,0.0034775948,-0.0075206771,-2.5543813,-0.54512009,-81.732003,-80.602123,-1.1298794,2.8062753,2.8447703,2.8608258,2.9105434,0.027072806,-0.0025250687,0.001323189,9.898925,5,True,Solve_Succeeded
42.63,figure8,2.9378033,0.79348115,-2.398715,2.9438483,0.80452146,-2.4018673,2.9435013,0.80788336,-2.4096342,0.0060449829,0.011040317,-0.0031523408,-0.00034703159,0.0033618933,-0.007766858,-2.3581292,-0.57104607,-81.857648,-80.602123,-1.255525,2.8062753,2.8447703,2.8608258,2.9105434,0.027072806,-0.0025250687,0.001323189,9.898925,5,True,Solve_Succeeded
42.64,figure8,2.9378033,0.79348115,-2.398715,2.9444949,0.79465702,-2.4024399,2.9437624,0.79791432,-2.4104495,0.0066915094,0.0011758767,-0.0037249499,-0.00073241673,0.0032572981,-0.0080095578,-2.1494486,-0.59800715,-81.982982,-80.602123,-1.3808588,2.8062753,2.8447703,2.8608258,2.9105434,0.027072806,-0.0025250687,0.001323189,9.898925,5,True,Solve_Succeeded
42.65,figure8,2.94517,0.74734144,-2.4048432,2.9451074,0.78477777,-2.4029827,2.9439834,0.78793418,-2.4112354,-6.2579208e-05,0.037436334,0.0018604721,-0.0011240322,0.0031564108,-0.0082526888,-1.9283397,-0.62599848,-82.108018,-81.251817,-0.85620125,2.8062753,2.8447703,2.8608258,2.9105434,0.027072806,-0.0025250687,0.001323189,9.898925,5,True,Solve_Succeeded
42.66,figure8,2.94517,0.74734144,-2.4048432,2.9456897,0.77488383,-2.4034957,2.9332084,0.77198938,-2.4058987,0.00051971469,0.02754239,0.0013474458,-0.012481349,-0.0028944461,-0.0024029984,-1.6948029,-0.65501526,-82.232773,-81.251817,-0.98095553,2.911219,3.0731719,2.9552815,2.9527268,-0.017186081,0.037014233,0.0023909734,9.906973,5,True,Solve_Succeeded
42.67,figure8,2.94517,0.74734144,-2.4048432,2.9462451,0.76497504,-2.4039968,2.9329608,0.76174898,-2.4064641,0.0010751272,0.017633603,0.0008464149,-0.013284298,-0.0032260654,-0.0024673465,-1.4579685,-0.67689883,-82.357352,-81.251817,-1.1055353,2.911219,3.0731719,2.9552815,2.9527268,-0.017186081,0.037014233,0.0023909734,9.906973,5,True,Solve_Succeeded
42.68,figure8,2.94517,0.74734144,-2.4048432,2.9467771,0.75505132,-2.4045074,2.9326763,0.75148633,-2.4070413,0.0016070907,0.0077098841,0.00033574208,-0.014100808,-0.0035649962,-0.0025338435,-1.2290026,-0.68168369,-82.481787,-81.251817,-1.2299696,2.911219,3.0731719,2.9552815,2.9527268,-0.017186081,0.037014233,0.0023909734,9.906973,5,True,Solve_Succeeded
42.69,figure8,2.94517,0.74734144,-2.4048432,2.9472895,0.74511316,-2.4050278,2.9323536,0.74121064,-2.4076271,0.0021195089,-0.0022282817,-0.00018466467,-0.01493596,-0.0039025208,-0.002599256,-1.0079165,-0.66937381,-82.60594,-81.251817,-1.354123,2.911219,3.0731719,2.9552815,2.9527268,-0.017186081,0.037014233,0.0023909734,9.906973,5,True,Solve_Succeeded
42.7,figure8,2.9520765,0.70073467,-2.4109862,2.9477861,0.73516129,-2.4055581,2.9320014,0.73092146,-2.408214,-0.0042903728,0.034426623,0.0054281625,-0.01578471,-0.0042398317,-0.0026559535,-0.79472137,-0.63997403,-82.729684,-81.88675,-0.8429343,2.911219,3.0731719,2.9552815,2.9527268,-0.017186081,0.037014233,0.0023909734,9.906973,5,True,Solve_Succeeded
42.71,figure8,2.9520765,0.70073467,-2.4109862,2.9482705,0.72519672,-2.4060981,2.9370658,0.71883015,-2.4055862,-0.003806015,0.024462058,0.0048880694,-0.011204731,-0.0063665752,0.00051198202,-0.58942811,-0.59348993,-82.852897,-81.88675,-0.96614733,3.0151434,3.1400662,3.0600546,3.068813,-0.0059269553,0.026136993,0.0020052203,10.233947,5,True,Solve_Succeeded
42.72,figure8,2.9520765,0.70073467,-2.4109862,2.9487459,0.71522056,-2.4066629,2.9368751,0.70845143,-2.4061101,-0.0033306195,0.014485897,0.0043233631,-0.01187075,-0.0067691283,0.00055280078,-0.38972384,-0.53217109,-82.975491,-81.88675,-1.0887415,3.0151434,3.1400662,3.0600546,3.068813,-0.0059269553,0.026136993,0.0020052203,10.233947,5,True,Solve_Succeeded
42.73,figure8,2.9520765,0.70073467,-2.4109862,2.9492155,0.70523413,-2.4072702,2.9366735,0.69805585,-2.4066739,-0.0028609775,0.0044994646,0.0037160524,-0.012542046,-0.0071782804,0.00059623042,-0.19277703,-0.45876434,-83.097408,-81.88675,-1.2106583,3.0151434,3.1400662,3.0600546,3.068813,-0.0059269553,0.026136993,0.0020052203,10.233947,5,True,Solve_Succeeded
42.74,figure8,2.9520765,0.70073467,-2.4109862,2.9496827,0.69523916,-2.4079201,2.9364563,0.68765081,-2.40728,-0.0023937753,-0.005495503,0.0030661083,-0.013226379,-0.0075883529,0.00064014636,0.0014060928,-0.37327407,-83.21857,-81.88675,-1.3318198,3.0151434,3.1400662,3.0600546,3.068813,-0.0059269553,0.026136993,0.0020052203,10.233947,5,True,Solve_Succeeded
42.75,figure8,2.9585217,0.65368996,-2.4171432,2.9501507,0.68523759,-2.4086127,2.9362346,0.67724131,-2.4079283,-0.008370998,0.031547635,0.0085304672,-0.013916169,-0.0079962785,0.00068436339,0.19281994,-0.27570502,-83.338899,-82.508142,-0.83075722,3.0151434,3.1400662,3.0600546,3.068813,-0.0059269553,0.026136993,0.0020052203,10.233947,5,True,Solve_Succeeded
42.76,figure8,2.9585217,0.65368996,-2.4171432,2.9506227,0.67523154,-2.409348,2.9366123,0.66460969,-2.4136575,-0.007899001,0.021541587,0.0077952185,-0.014010424,-0.010621855,-0.0043095324,0.38145968,-0.1660623,-83.458323,-82.508142,-0.95018101,3.1248792,3.1857177,3.0605187,3.1269964,-0.027693422,-0.0012688011,0.0019097422,9.25186,4,True,Solve_Succeeded
42.77,figure8,2.9585217,0.65368996,-2.4171432,2.9511019,0.66522332,-2.4101357,2.9363987,0.65410592,-2.4145397,-0.007419831,0.011533358,0.0070075151,-0.01470322,-0.011117393,-0.0044040368,0.56183582,-0.051261367,-83.576847,-82.508142,-1.0687043,3.1248792,3.1857177,3.0605187,3.1269964,-0.027693422,-0.0012688011,0.0019097422,9.25186,4,True,Solve_Succeeded
42.78,figure8,2.9585217,0.65368996,-2.4171432,2.9515913,0.6552153,-2.4109838,2.9361743,0.6435953,-2.4154842,-0.0069304263,0.0015253422,0.0061593538,-0.015417005,-0.011619999,-0.0045003395,0.72946076,0.063035803,-83.694533,-82.508142,-1.1863905,3.1248792,3.1857177,3.0605187,3.1269964,-0.027693422,-0.0012688011,0.0019097422,9.25186,4,True,Solve_Succeeded
42.79,figure8,2.9585217,0.65368996,-2.4171432,2.9520937,0.64520987,-2.4118924,2.9359428,0.63308303,-2.4164835,-0.0064279861,-0.0084800824,0.005250769,-0.016150911,-0.01212685,-0.004591076,0.88433674,0.17682005,-83.811412,-82.508142,-1.3032694,3.1248792,3.1857177,3.0605187,3.1269964,-0.027693422,-0.0012688011,0.0019097422,9.25186,4,True,Solve_Succeeded
42.8,figure8,2.9645047,0.60623671,-2.4233131,2.9526118,0.63520937,-2.4128614,2.9357119,0.62257223,-2.4175355,-0.011892899,0.028972661,0.010451704,-0.016899938,-0.01263714,-0.0046741189,1.0264659,0.29008262,-83.927512,-83.11716,-0.81035206,3.1248792,3.1857177,3.0605187,3.1269964,-0.027693422,-0.0012688011,0.0019097422,9.25186,4,True,Solve_Succeeded
42.81,figure8,2.9645047,0.60623671,-2.4233131,2.9531478,0.62521609,-2.4138907,2.9302778,0.60774814,-2.4185707,-0.011356865,0.018979373,0.0094224111,-0.022870068,-0.017467948,-0.0046800245,1.1558501,0.40281511,-84.042863,-83.11716,-0.92570292,3.1248792,3.1857177,3.0605187,3.1269964,-0.027693422,-0.0012688011,0.0019097422,9.25186,4,True,Solve_Succeeded
42.82,figure8,2.9645047,0.60623671,-2.4233131,2.9537036,0.61523208,-2.4149627,2.9298547,0.59709186,-2.4197303,-0.010801064,0.0089953658,0.0083503349,-0.023848912,-0.018140219,-0.0047676031,1.2712091,0.51084245,-84.157633,-83.11716,-1.0404727,3.0447066,3.0464697,2.921621,3.0188492,-0.033908866,-0.021479624,0.0014848692,10.545344,5,True,Solve_Succeeded
42.83,figure8,2.9645047,0.60623671,-2.4233131,2.9542806,0.60525921,-2.4160562,2.9294363,0.58644475,-2.4209177,-0.010224066,-0.00097750369,0.007256908,-0.024844376,-0.018814463,-0.0048615087,1.3709789,0.60906377,-84.272046,-83.11716,-1.1548856,3.0447066,3.0464697,2.921621,3.0188492,-0.033908866,-0.021479624,0.0014848692,10.545344,5,True,Solve_Succeeded
42.84,figure8,2.9645047,0.60623671,-2.4233131,2.9548804,0.59529932,-2.4171709,2.9290263,0.57579528,-2.4221341,-0.0096242828,-0.010937394,0.0061421873,-0.025854092,-0.019504039,-0.0049631869,1.4551638,0.69747141,-84.386162,-83.11716,-1.2690024,3.0447066,3.0464697,2.921621,3.0188492,-0.033908866,-0.021479624,0.0014848692,10.545344,5,True,Solve_Succeeded
42.85,figure8,2.9700245,0.55840459,-2.429495,2.9555043,0.58535405,-2.4183068,2.9286226,0.56514879,-2.4233681,-0.014520145,0.026949454,0.011188108,-0.026881729,-0.020205253,-0.0050612771,1.5237677,0.77605795,-84.500036,-83.714918,-0.78511735,3.0447066,3.0464697,2.921621,3.0188492,-0.033908866,-0.021479624,0.0014848692,10.545344,5,True,Solve_Succeeded
42.86,figure8,2.9700245,0.55840459,-2.429495,2.9561535,0.57542482,-2.419464,2.9409238,0.55848502,-2.4279588,-0.013871019,0.017020232,0.010030956,-0.015229647,-0.016939807,-0.0084947956,1.5767944,0.84481605,-84.61371,-83.714918,-0.89879153,2.9734362,2.948068,2.9223028,2.9680501,-0.0070090484,-0.016000975,0.00030568761,8.840659,4,True,Solve_Succeeded
42.87,figure8,2.9700245,0.55840459,-2.429495,2.9568284,0.56551271,-2.4206322,2.9410118,0.54798699,-2.4293279,-0.013196086,0.0071081213,0.008862724,-0.015816581,-0.017525723,-0.0086956375,1.6210272,0.9051254,-84.727349,-83.714918,-1.0124307,2.9734362,2.948068,2.9223028,2.9680501,-0.0070090484,-0.016000975,0.00030568761,8.840659,4,True,Solve_Succeeded
42.88,figure8,2.9700245,0.55840459,-2.429495,2.9575296,0.55561863,-2.4218033,2.9411178,0.53750122,-2.430694,-0.012494859,-0.0027859642,0.0076916869,-0.016411776,-0.018117405,-0.0088907384,1.6620156,0.95811758,-84.841078,-83.714918,-1.1261593,2.9734362,2.948068,2.9223028,2.9680501,-0.0070090484,-0.016000975,0.00030568761,8.840659,4,True,Solve_Succeeded
42.89,figure8,2.9700245,0.55840459,-2.429495,2.9582578,0.54574348,-2.4229771,2.9412488,0.52703006,-2.432059,-0.011766681,-0.012661108,0.0065178797,-0.01700895,-0.018713429,-0.0090818914,1.6997625,1.0037911,-84.954909,-83.714918,-1.2399905,2.9734362,2.948068,2.9223028,2.9680501,-0.0070090484,-0.016000975,0.00030568761,8.840659,4,True,Solve_Succeeded
42.9,figure8,2.9750802,0.51022349,-2.4356878,2.9590135,0.53588807,-2.4241536,2.9420222,0.51460696,-2.4443469,-0.016066648,0.025664581,0.011534233,-0.016991374,-0.021281107,-0.020193327,1.7342707,1.0421447,-85.068855,-84.302486,-0.76636817,2.9734362,2.948068,2.9223028,2.9680501,-0.0070090484,-0.016000975,0.00030568761,8.840659,4,True,Solve_Succeeded
42.91,figure8,2.9750802,0.51022349,-2.4356878,2.9597974,0.52605303,-2.4253329,2.9422204,0.50410094,-2.4460369,-0.015282768,0.015829542,0.01035498,-0.017577013,-0.021952085,-0.020704041,1.7655431,1.0731767,-85.182926,-84.302486,-0.88043923,2.9232591,2.9534308,2.8386294,2.8981653,-0.03147642,-0.0066069382,0.0013456143,10.243569,5,True,Solve_Succeeded
42.92,figure8,2.9750802,0.51022349,-2.4356878,2.9606097,0.51623873,-2.4265074,2.942428,0.49362398,-2.4477197,-0.014470443,0.0060152427,0.0091804796,-0.018181721,-0.022614748,-0.02121237,1.7885389,1.0988177,-85.29695,-84.302486,-0.9944634,2.9232591,2.9534308,2.8386294,2.8981653,-0.03147642,-0.0066069382,0.0013456143,10.243569,5,True,Solve_Succeeded
42.93,figure8,2.9750802,0.51022349,-2.4356878,2.9614506,0.50644539,-2.427668,2.9426512,0.48317407,-2.4493807,-0.013629555,-0.0037780981,0.0080198372,-0.018799432,-0.023271318,-0.021712679,1.7970955,1.1214238,-85.410713,-84.302486,-1.1082267,2.9232591,2.9534308,2.8386294,2.8981653,-0.03147642,-0.0066069382,0.0013456143,10.243569,5,True,Solve_Succeeded
42.94,figure8,2.9750802,0.51022349,-2.4356878,2.9623202,0.49667334,-2.4288148,2.9429014,0.47274723,-2.4510246,-0.012759949,-0.013550145,0.006873065,-0.019418819,-0.02392611,-0.022209855,1.7912143,1.1409881,-85.524222,-84.302486,-1.2217351,2.9232591,2.9534308,2.8386294,2.8981653,-0.03147642,-0.0066069382,0.0013456143,10.243569,5,True,Solve_Succeeded
42.95,figure8,2.979671,0.46172351,-2.4418908,2.9632185,0.48692285,-2.4299477,2.9431795,0.46234902,-2.4526552,-0.016452567,0.025199345,0.011943113,-0.020038935,-0.02457383,-0.022707491,1.7708969,1.157504,-85.637478,-84.880893,-0.75658558,2.9232591,2.9534308,2.8386294,2.8981653,-0.03147642,-0.0066069382,0.0013456143,10.243569,5,True,Solve_Succeeded
42.96,figure8,2.979671,0.46172351,-2.4418908,2.964145,0.47719412,-2.4310667,2.9557024,0.4665281,-2.4538317,-0.01552601,0.01547061,0.010824083,-0.0084426199,-0.010666011,-0.022764997,1.7361447,1.1709647,-85.750485,-84.880893,-0.86959214,2.7640708,2.7857778,2.7340482,2.7304767,-0.019197824,0.0056876511,0.00027203422,9.184195,4,True,Solve_Succeeded
42.97,figure8,2.979671,0.46172351,-2.4418908,2.9650987,0.46748676,-2.4321494,2.9564924,0.4566947,-2.4553962,-0.014572333,0.0057632497,0.0097413602,-0.0086062845,-0.01079206,-0.02324672,1.6894904,1.1839026,-85.86329,-84.880893,-0.98239762,2.7640708,2.7857778,2.7340482,2.7304767,-0.019197824,0.0056876511,0.00027203422,9.184195,4,True,Solve_Succeeded
42.98,figure8,2.979671,0.46172351,-2.4418908,2.966078,0.45780026,-2.4331684,2.9573139,0.44688062,-2.4569004,-0.013593045,-0.0039232483,0.0087223676,-0.0087640742,-0.010919642,-0.023731975,1.6340275,1.1994163,-85.975959,-84.880893,-1.0950666,2.7640708,2.7857778,2.7340482,2.7304767,-0.019197824,0.0056876511,0.00027203422,9.184195,4,True,Solve_Succeeded
42.99,figure8,2.979671,0.46172351,-2.4418908,2.967082,0.44813476,-2.4341237,2.9581649,0.4370956,-2.4583443,-0.012589007,-0.013588749,0.0077670847,-0.0089171453,-0.011039159,-0.024220598,1.5697548,1.2175019,-86.088499,-84.880893,-1.2076063,2.7640708,2.7857778,2.7340482,2.7304767,-0.019197824,0.0056876511,0.00027203422,9.184195,4,True,Solve_Succeeded
43,figure8,2.9837963,0.41293496,-2.4481028,2.9681098,0.43849042,-2.4350153,2.9590412,0.42733054,-2.459723,-0.015686519,0.02555546,0.013087515,-0.0090685883,-0.011159882,-0.02470768,1.4966712,1.2381554,-86.200918,-85.451129,-0.74978914,2.7640708,2.7857778,2.7340482,2.7304767,-0.019197824,0.0056876511,0.00027203422,9.184195,4,True,Solve_Succeeded
43.01,figure8,2.9837963,0.41293496,-2.4481028,2.9691602,0.42886747,-2.4358432,2.9473721,0.41422903,-2.4512764,-0.014636142,0.015932502,0.012259582,-0.021788127,-0.014638435,-0.015433209,1.4147757,1.2613729,-86.313226,-85.451129,-0.86209686,2.7640708,2.7857778,2.7340482,2.7304767,-0.019197824,0.0056876511,0.00027203422,9.184195,4,True,Solve_Succeeded
43.02,figure8,2.9837963,0.41293496,-2.4481028,2.970232,0.41926627,-2.4366139,2.947811,0.40437417,-2.4522514,-0.013564318,0.006331302,0.011488969,-0.022420991,-0.014892101,-0.015637549,1.3230587,1.2793152,-86.425372,-85.451129,-0.97424315,2.8188301,2.8261859,2.6935384,2.8443631,-0.024100772,-0.032280508,0.0023727081,10.139737,5,True,Solve_Succeeded
43.03,figure8,2.9837963,0.41293496,-2.4481028,2.971324,0.40968715,-2.4373349,2.9482615,0.39453827,-2.4531788,-0.012472329,-0.0032478168,0.010767927,-0.023062553,-0.015148878,-0.015843923,1.220293,1.282401,-86.537256,-85.451129,-1.0861276,2.8188301,2.8261859,2.6935384,2.8443631,-0.024100772,-0.032280508,0.0023727081,10.139737,5,True,Solve_Succeeded
43.04,figure8,2.9837963,0.41293496,-2.4481028,2.9724345,0.40013002,-2.4380064,2.9487213,0.38473292,-2.4540557,-0.011361802,-0.012804944,0.010096419,-0.023713219,-0.015397103,-0.016049263,1.106487,1.2706254,-86.648826,-85.451129,-1.1976969,2.8188301,2.8261859,2.6935384,2.8443631,-0.024100772,-0.032280508,0.0023727081,10.139737,5,True,Solve_Succeeded
43.05,figure8,2.9874554,0.36388835,-2.454323,2.9735618,0.39059455,-2.4386284,2.9491917,0.3749485,-2.4548856,-0.013893613,0.0267062,0.015694538,-0.024370127,-0.015646049,-0.016257136,0.98164931,1.2439836,-86.760018,-86.014154,-0.74586429,2.8188301,2.8261859,2.6935384,2.8443631,-0.024100772,-0.032280508,0.0023727081,10.139737,5,True,Solve_Succeeded
43.06,figure8,2.9874554,0.36388835,-2.454323,2.9747039,0.38108016,-2.439201,2.9692379,0.37400734,-2.4614677,-0.012751561,0.017191809,0.015121969,-0.0054659541,-0.0070728248,-0.022266718,0.84578872,1.2024712,-86.870763,-86.014154,-0.85660921,2.8188301,2.8261859,2.6935384,2.8443631,-0.024100772,-0.032280508,0.0023727081,10.139737,5,True,Solve_Succeeded
43.07,figure8,2.9874554,0.36388835,-2.454323,2.9758589,0.37158664,-2.4397529,2.9704653,0.36457888,-2.462398,-0.011596482,0.0076982885,0.014570088,-0.0053936783,-0.0070077632,-0.022645152,0.70957595,1.1477827,-86.981314,-86.014154,-0.96716068,3.037367,2.9426095,3.0785414,3.0816848,0.040556158,-0.022027699,-0.0013742106,11.446548,6,True,Solve_Succeeded
43.08,figure8,2.9874554,0.36388835,-2.454323,2.9770255,0.36211398,-2.4403344,2.9717106,0.35518411,-2.4633537,-0.010429943,-0.0017743667,0.013988601,-0.0053148839,-0.006929874,-0.023019345,0.59167672,1.0828933,-87.092203,-86.014154,-1.0780495,3.037367,2.9426095,3.0785414,3.0816848,0.040556158,-0.022027699,-0.0013742106,11.446548,6,True,Solve_Succeeded
43.09,figure8,2.9874554,0.36388835,-2.454323,2.9782015,0.35266094,-2.4409463,2.9729781,0.34581554,-2.4643359,-0.0092539126,-0.011227411,0.013376666,-0.0052233815,-0.0068453959,-0.023389658,0.49239317,1.0078582,-87.203418,-86.014154,-1.1892645,3.037367,2.9426095,3.0785414,3.0816848,0.040556158,-0.022027699,-0.0013742106,11.446548,6,True,Solve_Succeeded
43.1,figure8,2.9906477,0.31461432,-2.4605502,2.9793854,0.34322608,-2.4415887,2.9742617,0.3364629,-2.4653441,-0.011262336,0.028611761,0.018961513,-0.0051236698,-0.0067631779,-0.02375535,0.4117311,0.92268539,-87.314949,-86.570898,-0.74405143,3.037367,2.9426095,3.0785414,3.0816848,0.040556158,-0.022027699,-0.0013742106,11.446548,6,True,Solve_Succeeded
43.11,figure8,2.9906477,0.31461432,-2.4605502,2.9805758,0.33380782,-2.4422617,2.9694329,0.32846202,-2.4640938,-0.010071937,0.019193502,0.018288563,-0.011142874,-0.0053458067,-0.0218321,0.3496961,0.8273834,-87.426795,-86.570898,-0.85589769,3.0077109,2.9497323,2.9215891,2.8955464,-0.031569254,-0.007185573,-0.0012603195,10.198193,5,True,Solve_Succeeded
43.12,figure8,2.9906477,0.31461432,-2.4605502,2.9817716,0.32440423,-2.4429515,2.9705042,0.31918171,-2.4650782,-0.0088760872,0.0097899113,0.017598763,-0.011267443,-0.0052225224,-0.022126755,0.29141654,0.72501877,-87.538927,-86.570898,-0.96802981,3.0077109,2.9497323,2.9215891,2.8955464,-0.031569254,-0.007185573,-0.0012603195,10.198193,5,True,Solve_Succeeded
43.13,figure8,2.9906477,0.31461432,-2.4605502,2.9829719,0.31501325,-2.4436414,2.9715736,0.30990807,-2.4660654,-0.0076758056,0.00039893414,0.016908839,-0.01139833,-0.0051051818,-0.022424004,0.21871293,0.61932777,-87.651282,-86.570898,-1.0803848,3.0077109,2.9497323,2.9215891,2.8955464,-0.031569254,-0.007185573,-0.0012603195,10.198193,5,True,Solve_Succeeded
43.14,figure8,2.9906477,0.31461432,-2.4605502,2.9841755,0.30563302,-2.4443315,2.9726434,0.30064484,-2.4670528,-0.006472237,-0.0089812976,0.016218765,-0.011532079,-0.0049881857,-0.022721383,0.13158776,0.51030344,-87.763826,-86.570898,-1.1929279,3.0077109,2.9497323,2.9215891,2.8955464,-0.031569254,-0.007185573,-0.0012603195,10.198193,5,True,Solve_Succeeded
43.15,figure8,2.9933727,0.26514367,-2.4667837,2.9853809,0.29626161,-2.4450217,2.9737176,0.29139103,-2.4680432,-0.007991793,0.031117941,0.021761955,-0.011663293,-0.0048705798,-0.023021503,0.030043423,0.39793883,-87.87652,-87.122266,-0.75425324,3.0077109,2.9497323,2.9215891,2.8955464,-0.031569254,-0.007185573,-0.0012603195,10.198193,5,True,Solve_Succeeded
43.16,figure8,2.9933727,0.26514367,-2.4667837,2.9865866,0.28689701,-2.4457121,2.9865005,0.27504734,-2.4573851,-0.0067860937,0.021753348,0.021071517,-8.6135546e-05,-0.01184967,-0.011672933,-0.085917868,0.28222703,-87.989326,-87.122266,-0.86705911,2.9651527,2.9931439,2.9748592,2.9682443,-0.0034184344,0.0077863848,0.00032064513,9.109124,4,True,Solve_Succeeded
43.17,figure8,2.9933727,0.26514367,-2.4667837,2.9877907,0.27753723,-2.4464086,2.9880182,0.26553448,-2.4580497,-0.0055820578,0.012393561,0.020375066,0.00022756679,-0.012002751,-0.011641091,-0.20919725,0.16693791,-88.101991,-87.122266,-0.97972454,2.9651527,2.9931439,2.9748592,2.9682443,-0.0034184344,0.0077863848,0.00032064513,9.109124,4,True,Solve_Succeeded
43.18,figure8,2.9933727,0.26514367,-2.4667837,2.988991,0.26818021,-2.4471158,2.9895392,0.25602109,-2.4587212,-0.0043817398,0.0030365473,0.019667844,0.00054819318,-0.012159127,-0.011605414,-0.33398939,0.055159705,-88.21434,-87.122266,-1.0920738,2.9651527,2.9931439,2.9748592,2.9682443,-0.0034184344,0.0077863848,0.00032064513,9.109124,4,True,Solve_Succeeded
43.19,figure8,2.9933727,0.26514367,-2.4667837,2.9901855,0.25882398,-2.4478338,2.9910642,0.24650699,-2.4594005,-0.003187233,-0.0063196867,0.018949856,0.00087873274,-0.01231699,-0.011566651,-0.46029666,-0.053107291,-88.326387,-87.122266,-1.2041201,2.9651527,2.9931439,2.9748592,2.9682443,-0.0034184344,0.0077863848,0.00032064513,9.109124,4,True,Solve_Succeeded
43.2,figure8,2.99563,0.2155073,-2.4730223,2.9913721,0.2494666,-2.4485625,2.9925942,0.23699106,-2.4600905,-0.0042579727,0.033959294,0.024459743,0.0012221377,-0.012475543,-0.011527977,-0.58812129,-0.15786281,-88.438144,-87.669145,-0.76899895,2.9651527,2.9931439,2.9748592,2.9682443,-0.0034184344,0.0077863848,0.00032064513,9.109124,4,True,Solve_Succeeded
43.21,figure8,2.99563,0.2155073,-2.4730223,2.9925485,0.24010622,-2.449302,2.9908757,0.22750628,-2.4632505,-0.0030815109,0.024598911,0.023720278,-0.0016728615,-0.012599932,-0.013948531,-0.71746541,-0.25910665,-88.549625,-87.669145,-0.8804805,3.0617764,3.2511007,3.1116225,3.1292961,-0.016190676,0.038621397,0.0031049687,10.308972,5,True,Solve_Succeeded
43.22,figure8,2.99563,0.2155073,-2.4730223,2.9937124,0.23074092,-2.4500766,2.9922862,0.21799418,-2.4640573,-0.0019176807,0.015233611,0.022945656,-0.0014261958,-0.012746734,-0.013980687,-0.85096811,-0.35047523,-88.660607,-87.669145,-0.99146267,3.0617764,3.2511007,3.1116225,3.1292961,-0.016190676,0.038621397,0.0031049687,10.308972,5,True,Solve_Succeeded
43.23,figure8,2.99563,0.2155073,-2.4730223,2.9948608,0.22136888,-2.4509163,2.9936875,0.20847587,-2.4649241,-0.00076924602,0.0058615771,0.02210602,-0.0011733343,-0.012893012,-0.014007875,-0.99185854,-0.42419187,-88.770851,-87.669145,-1.1017061,3.0617764,3.2511007,3.1116225,3.1292961,-0.016190676,0.038621397,0.0031049687,10.308972,5,True,Solve_Succeeded
